file_name,normalized_transcription
lupincontresholme_1106,"le long des arbustes qui bordent le mur de séparation entre les deux jardins. « Fichtre, s’écria Sholmès,"
lupincontresholme_1107,il va m’échapper ! » Il dégringola l’étage et franchit le perron afin de lui couper toute retraite.
lupincontresholme_1108,"Mais il ne vit plus personne,"
lupincontresholme_1109,et il lui fallut quelques secondes pour distinguer dans le fouillis des arbustes une masse plus sombre qui n’était pas tout à fait immobile.
lupincontresholme_1110,L’Anglais réfléchit. Pourquoi l’individu n’avait-il pas essayé de fuir alors qu’il l’eût pu si aisément ?
lupincontresholme_1111,Demeurait-il là pour surveiller à son tour l’intrus qui l’avait dérangé dans sa mystérieuse besogne ?
lupincontresholme_1112,"– En tout cas, pensa-t-il, ce n’est pas Lupin, Lupin serait plus adroit. C’est quelqu’un de sa bande."
lupincontresholme_1113,"De longues minutes s’écoulèrent. Herlock ne bougeait pas, l’œil fixé sur l’adversaire qui l’épiait."
lupincontresholme_1114,"Mais comme cet adversaire ne bougeait pas davantage, et que l’Anglais n’était pas homme à se morfondre dans l’inaction,"
lupincontresholme_1115,"il vérifia si le barillet de son revolver fonctionnait,"
lupincontresholme_1116,"dégagea son poignard de sa gaine, et marcha droit sur l’ennemi avec cette audace froide, et ce mépris du danger qui le rendent si redoutable."
lupincontresholme_1117,Un bruit sec : l’individu armait son revolver. Herlock se jeta brusquement dans le massif.
lupincontresholme_1118,L’autre n’eut pas le temps de se retourner : l’Anglais était déjà sur lui.
lupincontresholme_1119,"Il y eut une lutte violente, désespérée, au cours de laquelle Herlock devinait l’effort de l’homme pour tirer son couteau."
lupincontresholme_1120,"Mais Sholmès, qu’exaspérait l’idée de sa victoire prochaine,"
lupincontresholme_1121,"le désir fou de s’emparer, dès la première heure, de ce complice d’Arsène Lupin, sentait en lui des forces irrésistibles."
lupincontresholme_1122,"Il renversa son adversaire,"
lupincontresholme_1123,"pesa sur lui de tout son poids, et l’immobilisant de ses cinq doigts plantés dans la gorge du malheureux comme les griffes d’une serre, de sa main libre il chercha sa lanterne électrique,"
lupincontresholme_1124,"en pressa le bouton et projeta la lumière sur le visage de son prisonnier. – Wilson ! hurla-t-il, terrifié."
lupincontresholme_1125,"– Herlock Sholmès, balbutia une voix étranglée, caverneuse."
lupincontresholme_1126,"Ils demeurèrent longtemps l’un près de l’autre sans échanger une parole, tous deux anéantis, le cerveau vide. La corne d’une automobile déchira l’air."
lupincontresholme_1127,Un peu de vent agita les feuilles.
lupincontresholme_1128,"Et Sholmès ne bougeait pas, les cinq doigts toujours agrippés à la gorge de Wilson qui exhalait un râle de plus en plus faible."
lupincontresholme_1129,"Et soudain Herlock, envahi d’une colère, lâcha son ami, mais pour l’empoigner par les épaules et le secouer avec frénésie."
lupincontresholme_1130,– Que faites-vous là ? Répondez… quoi ?… Est-ce que je vous ai dit de vous fourrer dans les massifs et de m’espionner ?
lupincontresholme_1131,"– Vous espionner, gémit Wilson, mais je ne savais pas que c’était vous. – Alors quoi ? Que faites vous là ? Vous deviez vous coucher."
lupincontresholme_1132,– Je me suis couché. – Il fallait dormir ! – J’ai dormi. – Il ne fallait pas vous réveiller !
lupincontresholme_1133,"– Votre lettre… – Ma lettre ?… – Oui, celle qu’un commissionnaire m’a apportée de votre part à l’hôtel…"
lupincontresholme_1134,– De ma part ? Vous êtes fou ? – Je vous jure. – Où est cette lettre ? Son ami lui tendit une feuille de papier.
lupincontresholme_1135,"À la clarté de sa lanterne, il lut avec stupeur : « Wilson, hors du lit, et filez avenue Henri-Martin. La maison est vide."
lupincontresholme_1136,"Entrez, inspectez, dressez un plan exact, et retournez vous coucher. Herlock Sholmès. » – J’étais en train de mesurer les pièces, dit Wilson,"
lupincontresholme_1137,quand j’ai aperçu une ombre dans le jardin. Je n’ai eu qu’une idée… – C’est de vous emparer de l’ombre… l’idée était excellente…
lupincontresholme_1138,"seulement, voyez-vous, dit Sholmès en aidant son compagnon à se relever et en l’entraînant, une autre fois,"
lupincontresholme_1139,"Wilson, lorsque vous recevrez une lettre de moi, assurez-vous d’abord que mon écriture n’est pas imitée."
lupincontresholme_1140,"– Mais alors, fit Wilson, commençant à entrevoir la vérité, la lettre n’est donc pas de vous ? – Hélas ! non. – De qui ?"
lupincontresholme_1141,"– D’Arsène Lupin. – Mais dans quel but l’a-t-il écrite ? – Ah ! Ça je n’en sais rien, et c’est justement ce qui m’inquiète."
lupincontresholme_1142,"Pourquoi diable s’est-il donné la peine de vous déranger ? S’il s’agissait encore de moi, je comprendrais,"
lupincontresholme_1143,"mais il ne s’agit que de vous. Et je me demande quel intérêt… – J’ai hâte de retourner à l’hôtel. – Moi aussi, Wilson."
lupincontresholme_1144,"Ils arrivaient à la grille. Wilson, qui se trouvait en tête, saisit un barreau et tira. – Tiens, dit-il, vous avez fermé ?"
lupincontresholme_1145,"– Mais nullement, j’ai laissé le battant tout contre. – Cependant… Herlock tira à son tour, puis, effaré,"
lupincontresholme_1146,se précipita sur la serrure. Un juron lui échappa. – Tonnerre de D… elle est fermée !
lupincontresholme_1147,Fermée à clef !
lupincontresholme_1148,"Il ébranla la porte de toute sa vigueur, puis comprenant la vanité de ses efforts, laissa tomber ses bras, découragé, et il articula d’une voix saccadée :"
lupincontresholme_1149,"– Je m’explique tout maintenant, c’est lui :"
lupincontresholme_1150,"Il a prévu que je descendrais à Creil, et il m’a tendu ici une jolie petite souricière pour le cas où je viendrais commencer mon enquête le soir même."
lupincontresholme_1151,"n outre il a eu la gentillesse de m’envoyer un compagnon de captivité. Tout cela pour me faire perdre un jour, et aussi, sans doute,"
lupincontresholme_1152,pour me prouver que je ferais bien mieux de me mêler de mes affaires… – C’est-à-dire que nous sommes ses prisonniers. – Vous avez dit le mot.
lupincontresholme_1153,Herlock Sholmès et Wilson sont les prisonniers d’Arsène Lupin. L’aventure s’engage à merveille…
lupincontresholme_1154,"mais non, mais non, il n’est pas admissible… Une main s’abattit sur son épaule, la main de Wilson. – Là-haut… regardez là-haut…"
lupincontresholme_1155,"une lumière… En effet, l’une des fenêtres du premier étage était illuminée. Ils s’élancèrent tous deux au pas de course,"
lupincontresholme_1156,"chacun par son escalier, et se retrouvèrent en même temps à l’entrée de la chambre éclairée. Au milieu de la pièce brûlait un bout de bougie."
lupincontresholme_1157,"À côté, il y avait un panier, et de ce panier émergeaient le goulot d’une bouteille, les cuisses d’un poulet et la moitié d’un pain."
lupincontresholme_1158,"Sholmès éclata de rire. – À merveille, on nous offre à souper. C’est le palais des enchantements. Une vraie féerie"
lupincontresholme_1159,"Allons, Wilson, ne faites pas cette figure d’enterrement. Tout cela est très drôle."
lupincontresholme_1160,"– Êtes-vous sûr que ce soit très drôle ? gémit Wilson, lugubre."
lupincontresholme_1161,"– Si j’en suis sûr, s’écria Sholmès, avec une gaieté un peu trop bruyante pour être naturelle, c’est-à-dire que je n’ai jamais rien vu de plus drôle."
lupincontresholme_1162,"C’est du bon comique… quel maître ironiste que cet Arsène Lupin … il vous roule, mais si gracieusement …"
lupincontresholme_1163,"je ne donnerais pas ma place à ce festin pour tout l’or du monde… Wilson, mon vieil ami, vous me chagrinez."
lupincontresholme_1164,"Me serais-je mépris, et n’auriez-vous point cette noblesse de caractère qui aide à supporter l’infortune ! De quoi vous plaignez vous ?"
lupincontresholme_1165,"À cette heure vous pourriez avoir mon poignard dans la gorge… ou moi le vôtre dans la mienne… car c’était bien ce que vous cherchiez, mauvais ami."
lupincontresholme_1166,"Il parvint, à force d’humour et de sarcasmes, à ranimer ce pauvre Wilson, et à lui faire avaler une cuisse de poulet et un verre de vin."
lupincontresholme_1167,"Mais quand la bougie eut expiré, qu’ils durent s’étendre, pour dormir, sur le parquet, et accepter le mur comme oreiller,"
lupincontresholme_1168,"le côté pénible et ridicule de la situation leur apparut. Et leur sommeil fut triste. Au matin Wilson s’éveilla,"
lupincontresholme_1169,courbaturé et transi de froid. Un léger bruit attira son attention :
lupincontresholme_1170,"Herlock Sholmès, à genoux, courbé en deux, observait à la loupe des grains de poussière et relevait des marques de craie blanche, presque effacées,"
lupincontresholme_1171,"qui formaient des chiffres, lesquels chiffres il inscrivait sur son carnet."
lupincontresholme_1172,"Escorté de Wilson que ce travail intéressait d’une façon particulière, il étudia chaque pièce,"
lupincontresholme_1173,"et dans deux autres il constata les mêmes signes à la craie. Et il nota également deux cercles sur des panneaux de chêne,"
lupincontresholme_1174,"une flèche sur un lambris, et quatre chiffres sur quatre degrés d’escalier. Au bout d’une heure, Wilson lui dit :"
lupincontresholme_1175,"– Les chiffres sont exacts, n’est-ce pas ? – Exacts, j’en sais rien, répondit Herlock, à qui de telles découvertes avaient rendu sa belle humeur,"
lupincontresholme_1176,"en tout cas ils signifient quelque chose. – Quelque chose de très clair, dit Wilson, ils représentent le nombre des lames de parquet."
lupincontresholme_1177,"– Ah ! – Oui. Quant aux deux cercles, ils indiquent que les panneaux sonnent faux,"
lupincontresholme_1178,"comme vous pouvez vous en assurer, et la flèche est dirigée dans le sens de l’ascension du monte-plats."
lupincontresholme_1179,"Herlock Sholmès le regarda, émerveillé. – Ah çà ! Mais, mon bon ami, comment savez-vous tout cela ?"
lupincontresholme_1180,"Votre clairvoyance me rend presque honteux. – Oh ! c’est bien simple, dit Wilson, gonflé de joie,"
lupincontresholme_1181,"c’est moi qui ai tracé ces marques hier soir, suivant vos instructions… ou plutôt suivant celles de Lupin,"
lupincontresholme_1182,puisque la lettre que vous m’avez adressée est de lui.
lupincontresholme_1183,"Peut-être Wilson courut-il, à cette minute, un danger plus terrible que pendant sa lutte dans le massif avec Sholmès."
lupincontresholme_1184,"Celui-ci eut une envie féroce de l’étrangler. Se dominant, il esquissa une grimace qui voulait être un sourire et prononça :"
lupincontresholme_1185,"– Parfait, parfait, voilà de l’excellente besogne et qui nous avance beaucoup. Votre admirable esprit d’analyse et d’observation s’est-il exercé sur d’autres points ?"
lupincontresholme_1186,"Je profiterais des résultats acquis. – Ma foi, non, j’en suis resté là. – Dommage ! Le début promettait."
lupincontresholme_1187,"Mais, puisqu’il en est ainsi, nous n’avons plus qu’à nous en aller. – Nous en aller ! Et comment ?"
lupincontresholme_1188,– Selon le mode habituel des honnêtes gens qui s’en vont : par la porte. – Elle est fermée. – On l’ouvrira. – Qui ?
lupincontresholme_1189,– Veuillez appeler ces deux policemen qui déambulent sur l’avenue. – Mais… – Mais quoi ? – C’est fort humiliant…
lupincontresholme_1190,"que dira-t-on quand on saura que vous, Herlock Sholmès, et moi Wilson, nous avons été prisonniers d’Arsène Lupin ?"
lupincontresholme_1191,"– Que voulez-vous, mon cher, on rira à se tenir les côtes, répondit Herlock, la voix sèche, le visage contracté."
lupincontresholme_1192,Mais nous ne pouvons pourtant pas élire domicile dans cette maison. – Et vous ne tentez rien ? – Rien.
lupincontresholme_1193,"– Cependant l’homme qui nous a apporté le panier de provisions n’a traversé le jardin ni à son arrivée, ni à son départ. Il existe donc une autre issue."
lupincontresholme_1194,Cherchons-la et nous n’aurons pas besoin de recourir aux agents. – Puissamment raisonné.
lupincontresholme_1195,"Seulement vous oubliez que, cette issue, toute la police de Paris l’a cherchée depuis six mois et que, moi-même, tandis que vous dormiez,"
lupincontresholme_1196,"j’ai visité l’hôtel du haut en bas. Ah ! mon bon Wilson, Arsène Lupin est un gibier dont nous n’avons pas l’habitude."
lupincontresholme_1197,"Il ne laisse rien derrière lui, celui-là… À onze heures, Herlock Sholmès et Wilson furent délivrés…"
lupincontresholme_1198,"et conduits au poste de police le plus proche,"
lupincontresholme_1199,"où le commissaire, après les avoir sévèrement interrogés, les relâcha avec une affectation d’égards tout à fait exaspérante."
lupincontresholme_1200,"– Je suis désolé, Messieurs, de ce qui vous arrive. Vous allez avoir une triste opinion de l’hospitalité française."
lupincontresholme_1201,"Mon Dieu, quelle nuit vous avez dû passer ! Ah ! Ce Lupin manque vraiment d’égards."
lupincontresholme_1202,"Une voiture les mena jusqu’à l’Élysée-Palace. Au bureau, Wilson demanda la clef de sa chambre. Après quelques recherches,"
lupincontresholme_1203,"l’employé répondit, très étonné : – Mais, Monsieur, vous avez donné congé de cette chambre. – Moi ! Et comment ?"
lupincontresholme_1204,"– Par votre lettre de ce matin, que votre ami nous a remise. – Quel ami ? – Le Monsieur qui nous a remis votre lettre…"
lupincontresholme_1205,"tenez, votre carte de visite y est encore jointe. Les voici. Wilson les prit."
lupincontresholme_1206,"C’était bien une de ses cartes de visite, et, sur la lettre, c’était bien son écriture."
lupincontresholme_1207,"– Seigneur Dieu, murmura-t-il, voilà encore un vilain tour. Et il ajouta anxieusement : – Et les bagages ?"
lupincontresholme_1208,"– Mais votre ami les a emportés. – Ah ! … et vous les avez donnés ? – Certes, puisque votre carte nous y autorisait."
lupincontresholme_1209,"– En effet… en effet… Ils s’en allèrent tous deux à l’aventure, par les Champs-Élysées, silencieux et lents."
lupincontresholme_1210,"Un joli soleil d’automne éclairait l’avenue. L’air était doux et léger. Au rond-point, Herlock alluma sa pipe et se remit en marche."
lupincontresholme_1211,"Wilson s’écria : – Je ne vous comprends pas, Sholmès, vous êtes d’un calme. On se moque de vous,"
lupincontresholme_1212,on joue avec vous comme un chat joue avec une souris… et vous ne soufflez pas mot ! Sholmès s’arrêta et lui dit :
lupincontresholme_1213,"– Wilson, je pense à votre carte de visite. – Eh bien ?"
lupincontresholme_1214,"– Eh bien, voilà un homme qui, en prévision d’une lutte possible avec nous, s’est procuré des spécimens de votre écriture et de la mienne,"
lupincontresholme_1215,"et qui possède, toute prête dans son portefeuille, une de vos cartes."
lupincontresholme_1216,"Songez-vous à ce que cela représente de précaution, de volonté perspicace, de méthode et d’organisation ? – C’est-à-dire ?…"
lupincontresholme_1217,"– C’est-à-dire, Wilson, que pour combattre un ennemi si formidablement armé, si merveilleusement préparé – et pour le vaincre"
lupincontresholme_1218,– il faut être… il faut être moi.
lupincontresholme_1219,"Et encore, comme vous le voyez, Wilson, ajouta t-il en riant, on ne réussit pas du premier coup."
lupincontresholme_1220,"À six heures l’Écho de France, dans son édition du soir, publiait cet entrefilet :"
lupincontresholme_1221,"« Ce matin, M. Thénard, commissaire de police du 16e arrondissement, a libéré MM. Herlock Sholmès et Wilson,"
lupincontresholme_1222,"enfermés par les soins d’Arsène Lupin dans l’hôtel du défunt Baron d’Hautrec, où ils avaient passé une excellente nuit. »"
lupincontresholme_1223,"« Allégés en outre de leurs valises, ils ont déposé une plainte contre Arsène Lupin. »"
lupincontresholme_1224,"« Arsène Lupin qui, pour cette fois, s’est contenté de leur infliger une petite leçon, les supplie de ne pas le contraindre à des mesures plus graves. »"
lupincontresholme_1225,"– Bah ! fit Herlock Sholmès, en froissant le journal, des gamineries ! C’est le seul reproche que j’adresse à Lupin…"
lupincontresholme_1226,un peu trop d’enfantillages… la galerie compte trop pour lui… il y a du gavroche dans cet homme !
lupincontresholme_1227,"– Ainsi donc, Herlock, toujours le même calme ?"
lupincontresholme_1228,– Toujours le même calme répliqua Sholmès avec un accent où grondait la plus effroyable colère. À quoi bon m’irriter ?
lupincontresholme_1229,Si bien trempé que soit le caractère d’un homme
lupincontresholme_1230,– et Sholmès est de ces êtres sur qui la mauvaise fortune n’a guère de prises
lupincontresholme_1231,– il y a cependant des circonstances où le plus intrépide éprouve le besoin de rassembler ses forces avant d’affronter de nouveau les chances d’une bataille.
lupincontresholme_1232,"– Je me donne vacances aujourd’hui, dit-il. – Et moi ?"
lupincontresholme_1233,"– Vous, Wilson, vous achèterez des vêtements et du linge pour remonter notre garde-robe. Pendant ce temps je me repose."
lupincontresholme_1234,"– Reposez-vous, Sholmès. Je veille. Wilson prononça ces deux mots"
lupincontresholme_1235,avec toute l’importance d’une sentinelle placée aux avant-postes et par conséquent exposée aux pires dangers. Son torse se bomba.
lupincontresholme_1236,"Ses muscles se tendirent. D’un œil aigu, il scruta l’espace de la petite chambre d’hôtel où ils avaient élu domicile."
lupincontresholme_1237,"– Veillez, Wilson. J’en profiterai pour préparer un plan de campagne mieux approprié à l’adversaire que nous avons à combattre."
lupincontresholme_1238,"Voyez-vous, Wilson, nous nous sommes trompés sur Lupin. Il faut reprendre les choses à leur début. – Avant même si possible."
lupincontresholme_1239,"Mais avons-nous le temps ? – Neuf jours, vieux camarade ! C’est cinq de trop. Tout l’après-midi,"
lupincontresholme_1240,"l’Anglais le passa à fumer et à dormir. Ce n’est que le lendemain qu’il commença ses opérations. – Wilson, je suis prêt,"
lupincontresholme_1241,"maintenant nous allons marcher. – Marchons, s’écria Wilson, plein d’une ardeur martiale."
lupincontresholme_1242,"J’avoue que pour ma part j’ai des fourmis dans les jambes. Sholmès eut trois longues entrevues – avec Maître Detinan d’abord,"
lupincontresholme_1243,dont il étudia l’appartement dans ses moindres détails ;
lupincontresholme_1244,"avec Suzanne Gerbois à laquelle il avait télégraphié de venir et qu’il interrogea sur la Dame blonde ; avec la sœur Auguste enfin,"
lupincontresholme_1245,retirée au couvent des Visitandines depuis l’assassinat du Baron d’Hautrec.
lupincontresholme_1246,"À chaque visite, Wilson attendait dehors, et chaque fois il demandait : – Content ? – Très content."
lupincontresholme_1247,"– J’étais certain, nous sommes sur la bonne voie. Marchons. Ils marchèrent beaucoup."
lupincontresholme_1248,"Ils visitèrent les deux immeubles qui encadrent l’hôtel de l’avenue Henri-Martin, puis s’en allèrent jusqu’à la rue Clapeyron,"
lupincontresholme_1249,"et tandis qu’il examinait la façade du numéro 25, Sholmès continuait : – Il est évident qu’il existe des passages secrets entre toutes ces maisons…"
lupincontresholme_1250,"mais ce que je ne saisis pas… Au fond de lui, et pour la première fois,"
lupincontresholme_1251,Wilson douta de la toute-puissance de son génial collaborateur. Pourquoi parlait-il tant et agissait-il si peu ? – Pourquoi ?
lupincontresholme_1252,"s’écria Sholmès, répondant aux pensées intimes de Wilson, parce que, avec ce diable de Lupin, on travaille dans le vide, au hasard, et qu’au lieu d’extraire la vérité de faits précis, on doit la tirer de son propre cerveau, pour vérifier ensuite si elle s’adapte bien aux événements."
lupincontresholme_1253,– Les passages secrets pourtant ? – Et puis quoi !
lupincontresholme_1254,"Quand bien même je les connaîtrais, quand je connaîtrais celui qui a permis à Lupin d’entrer chez son avocat, ou celui qu’a suivi la Dame blonde après le meurtre du Baron d’Hautrec,"
lupincontresholme_1255,"en serais-je plus avancé ? Cela me donnerait-il des armes pour l’attaquer ? – Attaquons toujours, s’exclama Wilson."
lupincontresholme_1256,"Il n’avait pas achevé ces mots qu’il recula, avec un cri. Quelque chose venait de tomber à leurs pieds,"
lupincontresholme_1257,"un sac à moitié rempli de sable, qui eût pu les blesser grièvement. Sholmès leva la tête au-dessus d’eux,"
lupincontresholme_1258,des ouvriers travaillaient sur un échafaudage accroché au balcon du cinquième étage. – Eh bien !
lupincontresholme_1259,"Nous avons de la chance, s’écria-t-il, un pas de plus et nous recevions sur le crâne le sac d’un de ces maladroits. On croirait vraiment…"
lupincontresholme_1260,"Il s’interrompit, puis bondit vers la maison, escalada les cinq étages, sonna,"
lupincontresholme_1261,"fit irruption dans l’appartement, au grand effroi du valet de chambre, et passa sur le balcon. Il n’y avait personne."
lupincontresholme_1262,– Les ouvriers qui étaient là ?… dit-il au valet de chambre. – Ils viennent de s’en aller. – Par où ? – Mais par l’escalier de service.
lupincontresholme_1263,"Sholmès se pencha. Il vit deux hommes qui sortaient de la maison, leurs bicyclettes à la main. Ils se mirent en selle et disparurent."
lupincontresholme_1264,– Il y a longtemps qu’ils travaillent sur cet échafaudage ? – Ceux-là ? depuis ce matin seulement. C’étaient des nouveaux.
lupincontresholme_1265,Sholmès rejoignit Wilson. Ils rentrèrent mélancoliquement et cette seconde journée se termina dans un mutisme morne.
lupincontresholme_1266,"Le lendemain, programme identique. Ils s’assirent sur le même banc de l’avenue Henri-Martin,"
lupincontresholme_1267,"et ce fut, au grand désespoir de Wilson qui ne s’amusait nullement, une interminable station vis-à-vis des trois immeubles."
lupincontresholme_1268,"– Qu’espérez-vous, Sholmès ? Que Lupin sorte de ces maisons ? – Non. – Que la Dame blonde apparaisse ? – Non."
lupincontresholme_1269,"– Alors ? – Alors j’espère qu’un petit fait se produira, un tout petit fait quelconque,"
lupincontresholme_1270,"qui me servira de point de départ. – Et s’il ne se produit pas ? – En ce cas,"
lupincontresholme_1271,"il se produira quelque chose en moi, une étincelle qui mettra le feu aux poudres."
lupincontresholme_1272,"Un seul incident rompit la monotonie de cette matinée, mais de façon plutôt désagréable."
lupincontresholme_1273,"Le cheval d’un Monsieur, qui suivait l’allée cavalière située entre les deux chaussées de l’avenue,"
lupincontresholme_1274,"fit un écart et vint heurter le banc où ils étaient assis, en sorte que sa croupe effleura l’épaule de Sholmès."
lupincontresholme_1275,"– Eh ! Eh ! ricana celui-ci, un peu plus j’avais l’épaule fracassée ! Le Monsieur se débattait avec son cheval."
lupincontresholme_1276,"L’Anglais tira son revolver et visa. Mais Wilson lui saisit le bras vivement. – Vous êtes fou, Herlock ! Voyons…"
lupincontresholme_1277,"quoi … vous allez tuer ce gentleman ! – Lâchez-moi donc, Wilson… lâchez-moi."
lupincontresholme_1278,"Une lutte s’engagea, pendant laquelle le Monsieur maîtrisa sa monture et piqua des deux. – Et maintenant tirez dessus, s’exclama Wilson,"
lupincontresholme_1279,"triomphant, lorsque le cavalier fut à quelque distance."
lupincontresholme_1280,"– Mais, triple imbécile, vous ne comprenez donc pas que c’était un complice d’Arsène Lupin ? Sholmès tremblait de colère."
lupincontresholme_1281,"Wilson, piteux, balbutia : – Que dites-vous ? Ce gentleman ?…"
lupincontresholme_1282,"– Complice de Lupin, comme les ouvriers qui nous ont lancé le sac sur la tête. – Est-ce croyable ?"
lupincontresholme_1283,"– Croyable ou non, il y avait là un moyen d’acquérir une preuve. – En tuant ce gentleman ? – En abattant son cheval, tout simplement."
lupincontresholme_1284,"Sans vous, je tenais un des complices de Lupin. Comprenez-vous votre sottise ? L’après-midi fut morose."
lupincontresholme_1285,"Ils ne s’adressèrent pas la parole. À cinq heures, comme ils faisaient les cent pas dans la rue de Clapeyron, tout en ayant soin de se tenir éloignés des maisons,"
lupincontresholme_1286,trois jeunes ouvriers qui chantaient et se tenaient par le bras les heurtèrent et voulurent continuer leur chemin sans se désunir.
lupincontresholme_1287,"Sholmès, qui était de mauvaise humeur, s’y opposa. Il y eut une courte bousculade. Sholmès se mit en posture de boxeur,"
lupincontresholme_1288,"lança un coup de poing dans une poitrine, un coup de poing sur un visage et démolit deux des trois jeunes gens qui, sans insister davantage, s’éloignèrent ainsi que leur compagnon."
lupincontresholme_1289,"– Ah ! s’écria-t-il, ça me fait du bien… J’avais justement les nerfs tendus… excellente besogne… Mais,"
lupincontresholme_1290,"apercevant Wilson appuyé contre le mur, il lui dit : – Eh quoi ! qu’y a-t-il, vieux camarade, vous êtes tout pâle."
lupincontresholme_1291,"Le vieux camarade montra son bras qui pendait inerte, et balbutia : – Je ne sais pas ce que j’ai…"
lupincontresholme_1292,une douleur au bras. – Une douleur au bras ? Sérieuse ? – Oui… oui… le bras droit…
lupincontresholme_1293,Malgré tous ses efforts il ne parvenait pas à le remuer.
lupincontresholme_1294,"Herlock le palpa, doucement d’abord, puis de façon plus rude, « pour voir, dit-il, le degré exact de la douleur »."
lupincontresholme_1295,"Le degré exact de la douleur fut si élevé que, très inquiet, il entra dans une pharmacie voisine où Wilson éprouva le besoin de s’évanouir."
lupincontresholme_1296,"Le pharmacien et ses aides s’empressèrent. On constata que le bras était cassé, et tout de suite il fut question de chirurgien, d’opération et de maison de santé."
lupincontresholme_1297,"En attendant, on déshabilla le patient qui, secoué par la souffrance, se mit à pousser des hurlements."
lupincontresholme_1298,"– Bien… bien… parfait, disait Sholmès qui s’était chargé de tenir le bras… un peu de patience, mon vieux camarade…"
lupincontresholme_1299,"dans cinq ou six semaines, il n’y paraîtra plus… Mais ils me le paieront, les gredins vous entendez.., lui surtout…"
lupincontresholme_1300,"car c’est encore ce Lupin de malheur qui a fait le coup… ah ! je vous jure que si jamais… Il s’interrompit brusquement,"
lupincontresholme_1301,"lâcha le bras, ce qui causa à Wilson un tel sursaut de douleur que l’infortuné s’évanouit de nouveau..,"
lupincontresholme_1302,"et, se frappant le front, il articula : – Wilson, j’ai une idée… est-ce que par hasard ?… Il ne bougeait pas, les yeux fixes,"
lupincontresholme_1303,"et marmottait de petits bouts de phrase. – Mais oui, c’est cela… tout s’expliquerait… on cherche bien loin ce qui est à côté de soi…"
lupincontresholme_1304,"eh parbleu, je le savais qu’il n’y avait qu’à réfléchir… ah mon bon Wilson, je crois que vous allez être content !"
lupincontresholme_1305,"Et laissant le vieux camarade en plan, il sauta dans la rue et courut jusqu’au numéro 25."
lupincontresholme_1306,"Au-dessus et à droite de la porte, il y avait, inscrit sur l’une des pierres : « Destange, architecte, 1875. »"
lupincontresholme_1307,"Au 23, même inscription. Jusque-là, rien que de naturel. Mais là-bas, avenue Henri-Martin, que lirait-il ?"
lupincontresholme_1308,"Une voiture passait. – Cocher, avenue Henri-Martin, n° 134, et au galop."
lupincontresholme_1309,"Debout dans la voiture, il excitait le cheval, offrait des pourboires au cocher. Plus vite !… Encore plus vite !"
lupincontresholme_1310,Quelle fut son angoisse au détour de la rue de la Pompe ! Était-ce un peu de la vérité qu’il avait entrevu ?
lupincontresholme_1311,"Sur l’une des pierres de l’hôtel, ces mots étaient gravés : » Destange, architecte, 1874. »"
lupincontresholme_1312,"Sur les immeubles voisins, même inscription : « Destange, architecte, 1874. »"
lupincontresholme_1313,"Le contrecoup de ces émotions fut tel qu’il s’affaissa quelques minutes au fond de sa voiture, tout frissonnant de joie."
lupincontresholme_1314,"Enfin, une petite lueur vacillait au milieu des ténèbres ! Parmi la grande forêt sombre où mille sentiers se croisaient,"
lupincontresholme_1315,voilà qu’il recueillait la première marque d’une piste suivie par l’ennemi !
lupincontresholme_1316,"Dans un bureau de poste, il demanda la communication téléphonique avec le château de Crozon. La comtesse lui répondit elle-même."
lupincontresholme_1317,"– Allô !… C’est vous, Madame ? – Monsieur Sholmès, n’est-ce pas ? Tout va bien ? – Très bien, mais, en toute hâte, veuillez me dire…"
lupincontresholme_1318,allô … un mot seulement… – J’écoute. – Le château de Crozon a été construit à quelle époque ?
lupincontresholme_1319,"– Il a été brûlé il y a trente ans, et reconstruit. – Par qui ? Et en quelle année ?"
lupincontresholme_1320,"– Une inscription au-dessus du perron porte ceci : « Lucien Destange, architecte, 1877. » – Merci, madame,"
lupincontresholme_1321,je vous salue. Il repartit en murmurant : – Destange… Lucien Destange…
lupincontresholme_1322,ce nom ne m’est pas inconnu.
lupincontresholme_1323,"Ayant aperçu un cabinet de lecture, il consulta un dictionnaire de biographie moderne et copia la note consacrée à « Lucien Destange,"
lupincontresholme_1324,"né en 1840, Grand-Prix de Rome, officier de la Légion d’honneur, auteur d’ouvrages très appréciés sur l’architecture…"
lupincontresholme_1325,"etc. » Il se rendit alors à la pharmacie, et, de là, à la maison de santé où l’on avait transporté Wilson."
lupincontresholme_1326,"Sur son lit de torture, le bras emprisonné dans une gouttière, grelottant de fièvre, le vieux camarade divaguait :"
lupincontresholme_1327,"– Victoire ! Victoire ! s’écria Sholmès, je tiens une extrémité du fil. – De quel fil ? – Celui qui me mènera au but !"
lupincontresholme_1328,"Je vais marcher sur un terrain solide, où il y aura des empreintes, des indices… – De la cendre de cigarette ?"
lupincontresholme_1329,"demanda Wilson, que l’intérêt de la situation ranimait. – Et bien d’autres choses !"
lupincontresholme_1330,"Pensez donc, Wilson, j’ai dégagé le lien mystérieux qui unissait entre elles les différentes aventures de la Dame blonde."
lupincontresholme_1331,"Pourquoi les trois demeures où se sont dénouées ces trois aventures ont-elles été choisies par Lupin ? – Oui, pourquoi ?"
